,SalePrice,MSZoning,LotArea,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFullBath,BsmtHalfBath,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1100,60000,RL,8400,AllPub,SWISU,1Fam,1Story,2,1920,1950,CompShg,Wd Sdng,TA,CBlock,TA,Rec,290,0,0,GasA,TA,N,FuseF,438,0,0,Fa,Typ,0,Detchd,Unf,1,TA,N,0,0,0,0,0,0,0,1,2009,WD,Normal
1101,119500,RL,9758,AllPub,NAmes,1Fam,1Story,5,1971,1971,CompShg,HdBoard,TA,CBlock,TA,BLQ,412,0,0,GasA,TA,Y,SBrkr,950,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal
1102,135000,RL,7000,AllPub,NAmes,1Fam,1Story,5,1960,2002,CompShg,Wd Sdng,TA,CBlock,TA,Rec,588,0,0,GasA,Ex,Y,SBrkr,1134,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,0,16,0,0,0,0,0,4,2007,WD,Family
1103,159500,RL,8910,AllPub,NAmes,1Fam,1Story,6,1959,1959,CompShg,BrkFace,TA,CBlock,TA,ALQ,655,0,1,GasA,Ex,Y,SBrkr,1194,0,0,TA,Typ,1,BuiltIn,Fin,2,TA,Y,0,0,192,0,0,0,0,7,2006,WD,Normal
1104,106000,RM,2016,AllPub,BrDale,TwnhsE,2Story,5,1970,1970,CompShg,HdBoard,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,630,672,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,4,2007,WD,Normal
1105,325000,RL,12256,AllPub,NoRidge,1Fam,2Story,8,1994,1995,CompShg,HdBoard,Gd,PConc,Ex,GLQ,1032,1,0,GasA,Ex,Y,SBrkr,1500,1122,0,Gd,Typ,2,Attchd,RFn,2,TA,Y,186,32,0,0,0,0,0,4,2010,WD,Normal
1106,179900,RL,10357,AllPub,SawyerW,1Fam,1Story,7,1990,1991,CompShg,HdBoard,Gd,PConc,Gd,GLQ,738,1,0,GasA,Gd,Y,SBrkr,1442,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,0,244,0,0,0,0,0,5,2007,WD,Normal
1107,274725,RL,23257,AllPub,Gilbert,1Fam,2Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,887,1134,0,Gd,Typ,1,BuiltIn,RFn,2,TA,Y,0,100,0,0,0,0,0,9,2006,New,Partial
1109,280000,RL,11362,AllPub,NridgHt,1Fam,1Story,8,2004,2005,CompShg,MetalSd,Gd,PConc,Ex,GLQ,1039,1,0,GasA,Ex,Y,SBrkr,1836,0,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,125,185,0,0,0,0,0,3,2009,WD,Normal
1111,205000,RL,10480,AllPub,NWAmes,1Fam,2Story,7,1976,1976,CompShg,Plywood,TA,CBlock,TA,ALQ,403,0,0,GasA,TA,Y,SBrkr,1098,866,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,69,0,0,0,0,0,9,2008,WD,Normal
1112,129900,RL,7100,AllPub,NAmes,1Fam,1Story,5,1957,1957,CompShg,WdShing,TA,CBlock,TA,GLQ,708,1,0,GasA,TA,Y,FuseA,816,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal
1113,134500,RL,8923,AllPub,NAmes,1Fam,1Story,5,1953,2006,CompShg,Wd Sdng,TA,CBlock,TA,BLQ,643,1,0,GasA,Gd,Y,SBrkr,1008,0,0,Gd,Typ,0,Attchd,Unf,1,TA,Y,0,18,0,0,0,0,0,5,2007,WD,Normal
1114,117000,RL,5400,AllPub,OldTown,1Fam,1Story,5,1954,2000,CompShg,MetalSd,TA,CBlock,TA,Rec,415,0,0,GasA,Ex,Y,SBrkr,833,0,0,Gd,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,8,2006,WD,Normal
1115,318000,RL,12085,AllPub,NridgHt,1Fam,1Story,8,2007,2007,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1004,1,0,GasA,Ex,Y,SBrkr,1734,0,0,Ex,Typ,1,Attchd,RFn,3,TA,Y,0,0,0,0,0,0,0,11,2007,New,Partial
1117,130000,RL,9764,AllPub,Sawyer,1Fam,1Story,5,1967,2003,CompShg,VinylSd,TA,CBlock,TA,BLQ,702,1,0,GasA,Ex,Y,SBrkr,894,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal
1118,140000,RL,13825,AllPub,Sawyer,1Fam,SLvl,5,1958,1987,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,1,GasA,TA,Y,SBrkr,1021,580,0,TA,Min2,0,BuiltIn,RFn,1,TA,Y,280,34,0,0,0,0,0,12,2008,WD,Normal
1119,133700,RL,7560,AllPub,NAmes,1Fam,1Story,5,1959,1959,CompShg,BrkFace,TA,CBlock,TA,LwQ,369,0,0,GasA,TA,Y,FuseA,1040,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,140,0,252,0,0,0,0,7,2006,WD,Normal
1120,118400,RM,8263,AllPub,IDOTRR,1Fam,1Story,6,1920,1950,CompShg,BrkFace,TA,BrkTil,TA,Unf,0,0,0,GasA,TA,Y,FuseA,1012,0,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,22,112,0,0,0,0,5,2007,WD,Normal
1121,212900,RL,10084,AllPub,CollgCr,1Fam,1Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,24,0,0,GasA,Ex,Y,SBrkr,1552,0,0,Gd,Typ,0,Attchd,RFn,3,TA,Y,144,20,0,0,0,0,0,7,2006,New,Partial
1125,115000,RL,10434,AllPub,NAmes,1Fam,1Story,4,1955,1955,CompShg,Plywood,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,1005,0,0,Fa,Typ,1,Detchd,Unf,2,Fa,Y,0,0,0,0,0,0,0,11,2009,WD,Normal
1126,174000,RL,3684,AllPub,Blmngtn,TwnhsE,1Story,7,2007,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1555,0,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,143,20,0,0,0,0,0,6,2009,WD,Normal
1127,259000,RL,14572,AllPub,Gilbert,1Fam,1Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,1300,1,0,GasA,Ex,Y,SBrkr,1530,0,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,144,36,0,0,0,0,0,11,2007,WD,Family
1128,215000,RL,11796,AllPub,Gilbert,1Fam,2Story,7,2004,2005,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,847,1112,0,Gd,Typ,1,BuiltIn,Fin,2,TA,Y,100,48,0,0,0,0,0,7,2007,WD,Normal
1129,140000,RM,7200,AllPub,OldTown,Duplex,SFoyer,5,1980,1980,CompShg,MetalSd,TA,CBlock,Gd,GLQ,936,1,0,GasA,TA,Y,SBrkr,936,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,49,0,0,0,0,0,0,8,2007,WD,Normal
1130,135000,RL,7804,AllPub,SWISU,1Fam,1.5Fin,4,1928,1950,CompShg,WdShing,TA,BrkTil,TA,BLQ,622,1,0,GasA,TA,Y,SBrkr,1328,653,0,Gd,Min2,2,Detchd,Unf,2,TA,Y,431,44,0,0,0,0,0,12,2009,WD,Normal
1132,117500,RM,9900,AllPub,OldTown,1Fam,2Story,6,1880,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,0,GasW,TA,Y,SBrkr,1178,1032,0,Fa,Typ,0,Detchd,Unf,1,Fa,N,0,48,0,0,0,0,0,5,2007,WD,Normal
1133,239500,RL,9828,AllPub,SawyerW,1Fam,2Story,8,1995,1995,CompShg,VinylSd,Gd,PConc,Gd,GLQ,584,0,0,GasA,Ex,Y,SBrkr,1142,878,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,155,0,0,0,0,0,6,2009,WD,Normal
1134,169000,RL,8773,AllPub,Gilbert,1Fam,2Story,6,1997,1997,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Gd,Y,SBrkr,916,684,0,TA,Typ,1,Attchd,Fin,2,TA,Y,100,38,0,0,0,0,0,8,2007,WD,Normal
1135,102000,RM,6180,AllPub,BrkSide,1Fam,1Story,6,1926,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,0,GasA,TA,N,SBrkr,986,0,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,128,0,0,0,0,0,5,2007,WD,Normal
1136,119000,RL,9600,AllPub,NAmes,1Fam,1.5Fin,6,1950,1950,CompShg,VinylSd,TA,CBlock,TA,BLQ,280,0,0,GasA,TA,Y,FuseA,1032,220,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,96,0,0,0,0,4,2008,WD,Abnorml
1139,144000,RL,8731,AllPub,BrkSide,1Fam,1Story,5,1920,1950,CompShg,Stucco,TA,BrkTil,TA,BLQ,645,0,0,GasA,TA,Y,SBrkr,1167,0,0,TA,Maj1,1,Detchd,Unf,2,TA,Y,0,0,216,0,126,0,0,5,2007,WD,Normal
1140,139000,RL,7350,AllPub,NAmes,1Fam,1Story,5,1951,1951,CompShg,HdBoard,TA,CBlock,TA,ALQ,852,1,0,GasA,TA,Y,SBrkr,952,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,6,2008,COD,Abnorml
1142,424870,RL,9965,AllPub,CollgCr,1Fam,2Story,8,2006,2007,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1150,1,0,GasA,Ex,Y,SBrkr,1466,1362,0,Gd,Typ,1,BuiltIn,RFn,3,TA,Y,125,144,0,0,0,0,0,4,2007,New,Partial
1144,80000,RL,12180,AllPub,Edwards,2fmCon,1.5Fin,4,1941,1950,CompShg,MetalSd,TA,BrkTil,Gd,BLQ,348,1,0,Grav,Fa,N,FuseA,672,252,0,Fa,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2010,WD,Normal
1145,149000,RM,6240,AllPub,BrkSide,1Fam,1.5Fin,5,1928,1950,CompShg,MetalSd,TA,BrkTil,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,1042,534,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,8,2006,WD,Family
1147,174500,RL,12000,AllPub,Crawfor,1Fam,2Story,7,1941,1950,CompShg,MetalSd,TA,CBlock,TA,Rec,275,0,0,GasA,Ex,Y,SBrkr,860,704,0,Fa,Typ,1,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal
1149,143000,RM,9000,AllPub,OldTown,1Fam,2Story,7,1920,1988,CompShg,VinylSd,TA,PConc,TA,ALQ,624,0,1,GasA,Ex,Y,SBrkr,832,650,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal
1150,124000,RL,8280,AllPub,NAmes,1Fam,1Story,6,1950,1950,CompShg,BrkFace,TA,CBlock,TA,Unf,0,0,0,GasA,Ex,Y,FuseA,932,0,0,Gd,Typ,1,Attchd,Unf,1,TA,Y,0,0,214,0,0,0,0,11,2007,WD,Normal
1151,149900,RL,17755,AllPub,Edwards,1Fam,1Story,5,1959,1959,CompShg,HdBoard,TA,CBlock,TA,BLQ,176,0,0,GasA,TA,Y,SBrkr,1466,0,0,Fa,Typ,2,Attchd,Fin,2,TA,Y,0,140,0,0,100,0,0,11,2006,WD,Normal
1152,230000,RL,14115,AllPub,Crawfor,1Fam,1Story,6,1956,2004,CompShg,Stone,TA,PConc,TA,ALQ,296,0,0,GasA,Ex,Y,SBrkr,1811,0,0,Ex,Typ,1,Attchd,Fin,2,TA,Y,0,0,280,0,0,0,0,7,2006,WD,Abnorml
1155,218000,RL,10768,AllPub,Veenker,1Fam,1Story,5,1976,2004,CompShg,Plywood,Gd,CBlock,Gd,ALQ,1157,1,0,GasA,TA,Y,SBrkr,1437,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,21,0,0,180,0,0,7,2007,WD,Normal
1156,179900,RL,9350,AllPub,NAmes,1Fam,SLvl,5,1965,1999,CompShg,BrkFace,TA,PConc,TA,ALQ,633,0,1,GasA,Gd,Y,SBrkr,1265,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,92,0,96,0,0,0,10,2008,WD,Normal
1157,230000,RL,5001,AllPub,NridgHt,Twnhs,1Story,7,2007,2008,CompShg,VinylSd,Gd,PConc,Gd,GLQ,904,1,0,GasA,Ex,Y,SBrkr,1314,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,172,62,0,0,0,0,0,7,2009,WD,Normal
1158,235128,RL,11932,AllPub,Somerst,1Fam,1Story,8,2007,2008,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1580,0,0,Gd,Typ,0,Attchd,RFn,3,TA,Y,0,24,0,0,0,0,0,6,2008,ConLD,Partial
1159,185000,RL,9120,AllPub,NWAmes,1Fam,2Story,6,1974,1974,CompShg,HdBoard,Gd,CBlock,TA,ALQ,442,0,0,GasA,TA,Y,SBrkr,943,933,0,Gd,Typ,1,Attchd,RFn,2,Gd,Y,0,69,0,0,0,0,0,7,2008,WD,Normal
1160,146000,RL,2280,AllPub,NPkVill,Twnhs,2Story,6,1978,1978,CompShg,Plywood,TA,CBlock,Gd,ALQ,311,0,0,GasA,Fa,Y,SBrkr,855,601,0,TA,Typ,1,Attchd,Unf,2,TA,Y,26,0,0,0,0,0,0,7,2010,WD,Normal
1162,129000,RL,8724,AllPub,Sawyer,1Fam,1Story,5,1968,1968,CompShg,VinylSd,TA,CBlock,Gd,BLQ,492,0,0,GasA,Gd,Y,SBrkr,894,0,0,TA,Typ,1,Attchd,Fin,2,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal
1163,108959,RL,12900,AllPub,Sawyer,Duplex,SFoyer,4,1969,1969,CompShg,Plywood,TA,CBlock,Gd,GLQ,1198,2,0,GasA,TA,Y,SBrkr,1258,0,0,TA,Typ,0,CarPort,Unf,2,Fa,Y,120,0,0,0,0,0,0,1,2008,WD,Alloca
1165,233170,RL,9541,AllPub,NridgHt,1Fam,1Story,7,2009,2009,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1502,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,114,0,0,0,0,0,9,2009,New,Partial
1166,245350,RL,10475,AllPub,CollgCr,1Fam,1Story,8,2008,2008,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1694,0,0,Gd,Typ,0,Attchd,RFn,3,TA,Y,160,33,0,0,0,0,0,2,2010,WD,Normal
1167,173000,RL,10852,AllPub,Gilbert,1Fam,2Story,6,2000,2000,CompShg,VinylSd,TA,PConc,Gd,GLQ,786,1,0,GasA,Ex,Y,SBrkr,959,712,0,TA,Typ,1,Attchd,Fin,2,TA,Y,0,38,0,0,0,0,0,2,2006,WD,Normal
1168,235000,RL,13728,AllPub,Edwards,1Fam,2Story,6,1935,1986,CompShg,Stucco,TA,CBlock,TA,Rec,626,0,0,GasA,Ex,Y,SBrkr,1236,872,0,Gd,Typ,2,Basment,Unf,2,TA,Y,0,0,0,0,90,0,0,7,2008,WD,Normal
1169,625000,RL,35760,AllPub,NoRidge,1Fam,2Story,10,1995,1996,CompShg,HdBoard,Gd,PConc,Ex,GLQ,1387,1,0,GasA,Ex,Y,SBrkr,1831,1796,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,361,76,0,0,0,0,0,7,2006,WD,Normal
1170,171000,RL,9880,AllPub,Mitchel,1Fam,SLvl,6,1977,1977,CompShg,Plywood,TA,CBlock,TA,ALQ,522,1,0,GasA,TA,Y,SBrkr,1118,0,0,TA,Typ,1,Attchd,Fin,1,TA,Y,203,0,0,0,0,576,0,7,2008,WD,Normal
1171,163000,RL,9120,AllPub,NAmes,1Fam,1Story,6,1958,1958,CompShg,MetalSd,TA,CBlock,TA,ALQ,662,1,0,GasA,Ex,Y,SBrkr,1261,0,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,0,0,0,288,0,1400,11,2008,WD,Normal
1172,171900,FV,4017,AllPub,Somerst,TwnhsE,2Story,7,2006,2007,CompShg,MetalSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,625,625,0,Gd,Typ,0,Detchd,Fin,2,TA,Y,0,54,0,0,0,0,0,3,2008,WD,Normal
1174,239000,RL,16560,AllPub,Crawfor,1Fam,2Story,6,1932,1950,CompShg,Wd Sdng,TA,BrkTil,Gd,Rec,503,0,0,GasA,TA,Y,SBrkr,1170,1175,0,TA,Typ,1,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal
1175,285000,RL,10678,AllPub,NoRidge,1Fam,1.5Fin,8,1992,2000,CompShg,HdBoard,Gd,PConc,Gd,GLQ,700,0,0,GasA,Ex,Y,SBrkr,2129,743,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,0,33,0,0,0,0,0,4,2007,WD,Normal
1176,119500,RL,6951,AllPub,Mitchel,1Fam,1Story,5,1984,1985,CompShg,HdBoard,TA,CBlock,TA,ALQ,658,1,0,GasA,TA,Y,SBrkr,923,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,362,0,0,0,0,0,0,10,2008,WD,Normal
1178,154900,RL,7681,AllPub,Crawfor,1Fam,1.5Fin,5,1921,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,820,523,0,TA,Typ,1,Detchd,Unf,1,Fa,Y,192,0,102,0,0,0,0,7,2009,WD,Normal
1181,392500,RM,5587,AllPub,Crawfor,TwnhsE,1Story,8,2008,2008,CompShg,CemntBd,Ex,PConc,Ex,GLQ,1480,1,1,GasA,Ex,Y,SBrkr,1652,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,162,53,0,153,0,0,0,11,2008,New,Partial
1182,745000,RL,15623,AllPub,NoRidge,1Fam,2Story,10,1996,1996,CompShg,Wd Sdng,Gd,PConc,Ex,GLQ,2096,1,0,GasA,Ex,Y,SBrkr,2411,2065,0,Ex,Typ,2,Attchd,Fin,3,TA,Y,171,78,0,0,0,555,0,7,2007,WD,Abnorml
1183,120000,RL,10800,AllPub,OldTown,1Fam,1Story,5,1920,1950,CompShg,Stucco,TA,BrkTil,TA,Rec,821,1,0,GasA,Ex,Y,SBrkr,1130,0,0,TA,Typ,1,Detchd,Unf,2,TA,Y,229,0,0,0,0,0,0,6,2006,WD,Normal
1184,186700,RL,35133,AllPub,Timber,1Fam,1Story,5,1963,1963,CompShg,MetalSd,TA,CBlock,TA,Rec,1159,1,0,GasA,Gd,Y,SBrkr,1572,0,0,TA,Typ,2,2Types,RFn,3,TA,Y,0,263,0,0,263,0,0,5,2007,WD,Normal
1185,104900,RL,9738,AllPub,Edwards,1Fam,1.5Fin,5,1924,1950,CompShg,AsbShng,TA,BrkTil,TA,BLQ,392,1,0,GasA,Gd,Y,SBrkr,949,272,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,236,0,0,0,0,3,2006,WD,Normal
1186,95000,RL,10615,AllPub,OldTown,2fmCon,2Story,3,1900,1970,CompShg,HdBoard,TA,CBlock,Fa,BLQ,440,1,0,GasA,TA,Y,SBrkr,1014,685,0,TA,Typ,0,CarPort,Unf,2,Fa,Y,0,74,0,0,0,0,0,8,2009,WD,Abnorml
1187,262000,RL,12461,AllPub,NoRidge,1Fam,1Story,8,1994,1995,CompShg,ImStucc,Gd,PConc,Gd,GLQ,1456,1,0,GasA,Ex,Y,SBrkr,1624,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,0,114,192,0,0,0,0,7,2006,WD,Normal
1188,195000,RL,8935,AllPub,CollgCr,1Fam,2Story,7,2002,2002,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,831,829,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,144,68,0,0,0,0,0,7,2009,WD,Normal
1189,189000,RL,7500,AllPub,Gilbert,1Fam,2Story,7,1999,1999,CompShg,VinylSd,TA,PConc,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,1028,776,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,140,60,0,0,0,0,0,6,2010,WD,Normal
1191,174000,FV,2645,AllPub,Somerst,Twnhs,2Story,8,1999,2000,CompShg,MetalSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,764,677,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,206,0,0,0,0,0,0,11,2007,WD,Normal
1192,125000,RM,9600,AllPub,OldTown,1Fam,1.5Fin,5,1925,1994,CompShg,VinylSd,TA,PConc,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,842,630,0,Gd,Typ,0,Detchd,Unf,1,TA,P,0,0,84,0,0,0,0,7,2007,WD,Normal
1194,158000,RL,9364,AllPub,Sawyer,1Fam,2Story,6,1969,1969,CompShg,HdBoard,TA,CBlock,TA,ALQ,371,0,0,GasA,TA,Y,SBrkr,663,689,0,TA,Typ,0,Attchd,Fin,1,TA,Y,379,36,0,0,0,0,0,3,2010,WD,Normal
1195,176000,RL,8029,AllPub,Gilbert,1Fam,2Story,6,2005,2005,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,728,728,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,100,24,0,0,0,0,0,7,2008,WD,Normal
1196,219210,RL,14054,AllPub,Gilbert,1Fam,2Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,879,984,0,Gd,Typ,1,BuiltIn,Fin,3,TA,Y,100,17,0,0,0,0,0,11,2006,New,Partial
1197,144000,RM,8850,AllPub,OldTown,1Fam,2.5Unf,7,1916,1950,CompShg,MetalSd,TA,BrkTil,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,815,875,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,330,0,0,0,0,7,2006,ConLw,Normal
1198,178000,RL,9100,AllPub,CollgCr,1Fam,1Story,7,2001,2001,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1212,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,356,0,0,0,0,0,0,6,2009,WD,Normal
1199,148000,RL,11235,AllPub,Sawyer,1Fam,1Story,4,1963,1979,CompShg,HdBoard,TA,CBlock,TA,Rec,547,0,0,GasA,Gd,Y,SBrkr,1382,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,0,82,0,0,0,0,0,10,2006,WD,Normal
1200,116050,RL,9353,AllPub,NAmes,1Fam,1Story,4,1970,1970,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,864,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2006,Oth,Abnorml
1201,197900,RL,10400,AllPub,CollgCr,1Fam,2Story,7,1998,1998,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,866,913,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,198,36,0,0,0,0,0,3,2009,WD,Normal
1202,117000,RM,6000,AllPub,BrkSide,1Fam,1.5Fin,5,1925,1997,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,1,0,GasA,Ex,Y,SBrkr,884,464,0,TA,Typ,1,Detchd,Unf,1,TA,N,0,0,208,0,0,0,0,5,2009,WD,Normal
1203,213000,RL,9750,AllPub,CollgCr,1Fam,1Story,7,2000,2001,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1630,0,0,Gd,Typ,1,Attchd,Unf,2,TA,Y,74,234,0,0,0,0,0,10,2009,WD,Normal
1204,153500,RL,10140,AllPub,NWAmes,1Fam,1Story,5,1975,1975,CompShg,HdBoard,TA,CBlock,Gd,ALQ,788,1,0,GasA,Ex,Y,SBrkr,1074,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,0,88,0,0,0,0,0,7,2006,WD,Normal
1205,271900,RL,14684,AllPub,SawyerW,1Fam,1Story,7,1990,1991,CompShg,HdBoard,Gd,CBlock,Gd,ALQ,485,0,0,GasA,Gd,Y,SBrkr,2196,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,84,70,0,0,0,0,0,6,2009,WD,Normal
1207,200000,RL,9135,AllPub,CollgCr,1Fam,1Story,6,2003,2003,CompShg,VinylSd,Gd,PConc,Gd,GLQ,340,1,0,GasA,Ex,Y,SBrkr,1700,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,192,23,0,0,0,0,0,5,2006,WD,Normal
1208,140000,RL,7763,AllPub,NAmes,1Fam,1Story,5,1962,1980,CompShg,MetalSd,TA,CBlock,TA,Rec,504,1,0,GasA,TA,Y,SBrkr,1283,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal
1209,290000,RL,10182,AllPub,Somerst,1Fam,1Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1220,1,0,GasA,Ex,Y,SBrkr,1660,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,322,50,0,0,0,0,0,5,2006,New,Partial
1210,189000,RL,11218,AllPub,SawyerW,1Fam,2Story,6,1992,1992,CompShg,Wd Sdng,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1055,790,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,635,104,0,0,0,0,400,5,2010,WD,Normal
1211,164000,RL,12134,AllPub,Gilbert,1Fam,1.5Fin,8,1988,2005,CompShg,Wd Sdng,Gd,Wood,Gd,GLQ,427,0,0,GasA,Gd,Y,SBrkr,1080,672,0,TA,Typ,0,Basment,RFn,2,TA,Y,325,12,0,0,0,0,0,6,2010,WD,Normal
1212,113000,RL,9340,AllPub,Edwards,1Fam,1Story,4,1941,1950,CompShg,MetalSd,TA,CBlock,TA,Rec,344,1,0,GasA,TA,Y,SBrkr,672,0,0,TA,Typ,0,Attchd,Unf,1,TA,N,0,113,0,0,0,0,0,8,2009,WD,Normal
1214,134500,RL,10205,AllPub,NAmes,1Fam,SFoyer,5,1962,1962,CompShg,MetalSd,TA,CBlock,TA,BLQ,784,1,0,GasA,TA,Y,SBrkr,999,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,150,72,0,0,0,0,0,5,2006,WD,Normal
1215,125000,RL,7094,AllPub,Sawyer,1Fam,1Story,5,1966,1966,CompShg,VinylSd,TA,CBlock,TA,Rec,180,0,0,GasA,TA,Y,SBrkr,894,0,0,TA,Typ,0,Detchd,RFn,1,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal
